dc_name,process_name,delta_beta_pct,delta_gamma_pct,delta_delta_pct,beta,gamma,delta,is_match_score
Hyperscale_LC,MidT_90C,20,10,0,0.48,0.44,0.2,0.5591
Edge_LC,HighT_130C,20,10,10,0.48,0.44,0.22,0.4591
Edge_LC,LowT_60C,20,10,10,0.48,0.44,0.22,0.6486
Edge_LC,MidT_90C,20,10,10,0.48,0.44,0.22,0.5509
Mid_LC,HighT_130C,20,10,10,0.48,0.44,0.22,0.4591
Mid_LC,LowT_60C,20,10,10,0.48,0.44,0.22,0.6486
Mid_LC,MidT_90C,20,10,10,0.48,0.44,0.22,0.5509
Hyperscale_LC,HighT_130C,20,10,10,0.48,0.44,0.22,0.4586
Hyperscale_LC,LowT_60C,20,10,10,0.48,0.44,0.22,0.6481
Hyperscale_LC,MidT_90C,20,10,10,0.48,0.44,0.22,0.5506
Edge_LC,HighT_130C,20,10,20,0.48,0.44,0.24,0.4476
Edge_LC,LowT_60C,20,10,20,0.48,0.44,0.24,0.6436
Edge_LC,MidT_90C,20,10,20,0.48,0.44,0.24,0.5425
Mid_LC,HighT_130C,20,10,20,0.48,0.44,0.24,0.4476
Mid_LC,LowT_60C,20,10,20,0.48,0.44,0.24,0.6436
Mid_LC,MidT_90C,20,10,20,0.48,0.44,0.24,0.5425
Hyperscale_LC,HighT_130C,20,10,20,0.48,0.44,0.24,0.4471
Hyperscale_LC,LowT_60C,20,10,20,0.48,0.44,0.24,0.6431
Hyperscale_LC,MidT_90C,20,10,20,0.48,0.44,0.24,0.5421
Edge_LC,HighT_130C,20,20,-20,0.48,0.48,0.16,0.5238
Edge_LC,LowT_60C,20,20,-20,0.48,0.48,0.16,0.6937
Edge_LC,MidT_90C,20,20,-20,0.48,0.48,0.16,0.6064
Mid_LC,HighT_130C,20,20,-20,0.48,0.48,0.16,0.5238
Mid_LC,LowT_60C,20,20,-20,0.48,0.48,0.16,0.6937
Mid_LC,MidT_90C,20,20,-20,0.48,0.48,0.16,0.6064
Hyperscale_LC,HighT_130C,20,20,-20,0.48,0.48,0.16,0.5235
Hyperscale_LC,LowT_60C,20,20,-20,0.48,0.48,0.16,0.6934
Hyperscale_LC,MidT_90C,20,20,-20,0.48,0.48,0.16,0.6063
Edge_LC,HighT_130C,20,20,-10,0.48,0.48,0.18,0.5123
Edge_LC,LowT_60C,20,20,-10,0.48,0.48,0.18,0.6887
Edge_LC,MidT_90C,20,20,-10,0.48,0.48,0.18,0.598
Mid_LC,HighT_130C,20,20,-10,0.48,0.48,0.18,0.5123
Mid_LC,LowT_60C,20,20,-10,0.48,0.48,0.18,0.6887
Mid_LC,MidT_90C,20,20,-10,0.48,0.48,0.18,0.598
Hyperscale_LC,HighT_130C,20,20,-10,0.48,0.48,0.18,0.512
Hyperscale_LC,LowT_60C,20,20,-10,0.48,0.48,0.18,0.6884
Hyperscale_LC,MidT_90C,20,20,-10,0.48,0.48,0.18,0.5979
Edge_LC,HighT_130C,20,20,0,0.48,0.48,0.2,0.5007
Edge_LC,LowT_60C,20,20,0,0.48,0.48,0.2,0.6837
Edge_LC,MidT_90C,20,20,0,0.48,0.48,0.2,0.5895
Mid_LC,HighT_130C,20,20,0,0.48,0.48,0.2,0.5007
Mid_LC,LowT_60C,20,20,0,0.48,0.48,0.2,0.6837
Mid_LC,MidT_90C,20,20,0,0.48,0.48,0.2,0.5895
Hyperscale_LC,HighT_130C,20,20,0,0.48,0.48,0.2,0.5005
Hyperscale_LC,LowT_60C,20,20,0,0.48,0.48,0.2,0.6834
Hyperscale_LC,MidT_90C,20,20,0,0.48,0.48,0.2,0.5894
Edge_LC,HighT_130C,20,20,10,0.48,0.48,0.22,0.4892
Edge_LC,LowT_60C,20,20,10,0.48,0.48,0.22,0.6787
Edge_LC,MidT_90C,20,20,10,0.48,0.48,0.22,0.581
Mid_LC,HighT_130C,20,20,10,0.48,0.48,0.22,0.4892
Mid_LC,LowT_60C,20,20,10,0.48,0.48,0.22,0.6787
Mid_LC,MidT_90C,20,20,10,0.48,0.48,0.22,0.581
Hyperscale_LC,HighT_130C,20,20,10,0.48,0.48,0.22,0.4889
Hyperscale_LC,LowT_60C,20,20,10,0.48,0.48,0.22,0.6784
Hyperscale_LC,MidT_90C,20,20,10,0.48,0.48,0.22,0.5809
Edge_LC,HighT_130C,20,20,20,0.48,0.48,0.24,0.4777
Edge_LC,LowT_60C,20,20,20,0.48,0.48,0.24,0.6737
Edge_LC,MidT_90C,20,20,20,0.48,0.48,0.24,0.5726
Mid_LC,HighT_130C,20,20,20,0.48,0.48,0.24,0.4777
Mid_LC,LowT_60C,20,20,20,0.48,0.48,0.24,0.6737
Mid_LC,MidT_90C,20,20,20,0.48,0.48,0.24,0.5726
Hyperscale_LC,HighT_130C,20,20,20,0.48,0.48,0.24,0.4774
Hyperscale_LC,LowT_60C,20,20,20,0.48,0.48,0.24,0.6734
Hyperscale_LC,MidT_90C,20,20,20,0.48,0.48,0.24,0.5725
